checkpoint_id,cmni,total_mns,total_neurons,activation,batch_size,dropout,epochs,num_layers,num_neurons,learning_rate
checkpoint-20241010-051829-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch188-valLoss0.0400,0.004041318272620122,0.15357009435956465,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-052111-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch190-valLoss0.0399,0.004476216870375331,0.17009624107426258,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-052811-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch195-valLoss0.0399,0.004250496071611909,0.16151885072125255,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-052931-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch196-valLoss0.0399,0.004247063044957522,0.1613883957083858,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-053217-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch198-valLoss0.0398,0.004304491708452422,0.16357068492119203,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-053501-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch200-valLoss0.0398,0.004339339454167666,0.1648948992583713,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-053744-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch202-valLoss0.0397,0.004263139196117938,0.16199928945248165,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-053905-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch203-valLoss0.0397,0.004286055653865026,0.162870114846871,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-054149-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch205-valLoss0.0397,0.0041193435385291416,0.15653505446410737,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-054432-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch207-valLoss0.0396,0.004196106362808544,0.15945204178672467,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-054716-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch209-valLoss0.0395,0.0043228674716892165,0.16426896392419021,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-055407-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch214-valLoss0.0395,0.004352786746769338,0.16540589637723485,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-055528-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch215-valLoss0.0394,0.003851979187663624,0.1463752091312177,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-060218-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch220-valLoss0.0393,0.004019084923378929,0.1527252270883993,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-060623-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch223-valLoss0.0392,0.003945861362129527,0.14994273176092204,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-061315-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch228-valLoss0.0391,0.004013909843899736,0.15252857406818998,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-062251-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch235-valLoss0.0390,0.003965959797966646,0.15070647232273254,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-063233-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch242-valLoss0.0389,0.003921807787154199,0.14902869591185955,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-063356-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch243-valLoss0.0388,0.0037805093444738813,0.1436593550900075,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-064045-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch248-valLoss0.0388,0.00393470512615989,0.14951879479407582,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-064209-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch249-valLoss0.0388,0.0038628498151038236,0.1467882929739453,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-064453-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch251-valLoss0.0388,0.0039301312802224216,0.14934498864845203,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-064859-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch254-valLoss0.0387,0.003837875172281475,0.14583925654669605,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-065429-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch258-valLoss0.0387,0.003632993724309115,0.13805376152374638,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-065550-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch259-valLoss0.0386,0.0038075373985354253,0.14468642114434616,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-070404-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch265-valLoss0.0386,0.0038728364328368798,0.14716778444780143,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-070649-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch267-valLoss0.0386,0.003548353740571774,0.1348374421417274,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-070810-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch268-valLoss0.0385,0.0035736358996173085,0.13579816418545773,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-071054-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch270-valLoss0.0385,0.0037107375952247896,0.141008028618542,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-071903-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch276-valLoss0.0384,0.0036654688183654885,0.13928781509788857,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-072310-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch279-valLoss0.0384,0.0036366638796623218,0.13819322742716822,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-073003-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch284-valLoss0.0383,0.0036568748160248836,0.13896124300894558,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-073124-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch285-valLoss0.0383,0.0036978483112601315,0.140518235827885,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-073937-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch291-valLoss0.0383,0.00357195722484933,0.13573437454427453,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-074101-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch292-valLoss0.0382,0.0036971644443725394,0.1404922488861565,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-075447-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch302-valLoss0.0382,0.0036521837372662813,0.1387829820161187,38,relu,25,0.12,500,2,17,4e-06-e
checkpoint-20241010-075609-actrelu_bs25_dr0.12_ep500_nl2_nn17_lr4e-06-epoch303-valLoss0.0380,0.003452762896971811,0.1312049900849288,38,relu,25,0.12,500,2,17,4e-06-e
